Username: player1
Created @ 2020-07-09T16:39:34.710382
Password:  1234


__SIGN IN__ | @ 2020-07-09T16:39:34.876771 | Message: No Message
__GAME REPORT__ | @ 2020-07-09T17:20:07.683142 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-09T17:20:07.683475 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:20:07.691779 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-09T17:20:08.003102 | Message: Draw Card -> Sorcerer's Apprentice
__EFFECTS VISITED__ | @ 2020-07-09T17:20:08.003457 | Message: Effect: logic.GameEffects.AddCost@4c5b774a, on Models: []
__GAME REPORT__ | @ 2020-07-09T17:20:08.003705 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:20:08.005101 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-09T17:20:08.163141 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-09T17:20:08.163540 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:20:08.164895 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:20:08.939606 | Message: Clicked On Point: java.awt.Point[x=574,y=63], P1Hand
__REPORT__ | @ 2020-07-09T17:20:08.939858 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:20:11.878289 | Message: Selected -> models.cards.Spell@24eaea91
__REPORT__ | @ 2020-07-09T17:20:11.878488 | Message: Input: P1Hand, Index: 6
__EFFECTS VISITED__ | @ 2020-07-09T17:20:11.878641 | Message: Effect: logic.GameEffects.ChangeHpAttack@746cac4f, on Models: [models.cards.Minion@64d5d74a]
__EFFECTS VISITED__ | @ 2020-07-09T17:20:11.878846 | Message: Effect: logic.GameEffects.AddToHand@18060673, on Models: [models.cards.Spell@15e8508c]
__CARD PLAYED__ | @ 2020-07-09T17:20:11.879143 | Message: Blast Wave
__EFFECTS VISITED__ | @ 2020-07-09T17:20:11.879338 | Message: Effect: logic.GameEffects.AddCost@489c377, on Models: [models.cards.Spell@4d826623, models.cards.Spell@ba1de28]
__BUTTON CLICK__ | @ 2020-07-09T17:20:15.343288 | Message: Exit Button
__SIGN IN__ | @ 2020-07-10T11:00:02.735075 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T11:00:03.382977 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T11:00:09.544008 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T11:00:09.544196 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T11:00:09.628973 | Message: Play
__GAME REPORT__ | @ 2020-07-10T11:00:09.698429 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T11:00:13.108351 | Message: Activated Passive -> Off Card
__EFFECTS VISITED__ | @ 2020-07-10T11:00:13.109478 | Message: Effect: logic.GameEffects.AddCost@d151312, on Models: [models.cards.Spell@6d8eeb2e, models.cards.Spell@4b1094fd, models.cards.Spell@21da4d9c, models.cards.Spell@4725736, models.cards.Spell@1e3f0b0d, models.cards.Spell@51c7c34b]
__EFFECTS VISITED__ | @ 2020-07-10T11:00:13.109593 | Message: Effect: logic.GameEffects.AddCost@2202d242, on Models: [models.cards.Spell@34dffad3, models.cards.Spell@525ef826, models.cards.Spell@3deca4bd, models.cards.Spell@948e180, models.cards.Spell@428a9b18, models.cards.Spell@6730c4a7]
__GAME REPORT__ | @ 2020-07-10T11:00:13.109653 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T11:00:18.320440 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T11:00:18.320907 | Message: Draw Card -> Blast Wave
__EFFECTS VISITED__ | @ 2020-07-10T11:00:18.321204 | Message: Effect: logic.GameEffects.AddCost@38aa2bf0, on Models: [models.cards.Spell@1e3f0b0d]
__GAME REPORT__ | @ 2020-07-10T11:00:18.321473 | Message: Draw Card -> Polymorph
__EFFECTS VISITED__ | @ 2020-07-10T11:00:18.321773 | Message: Effect: logic.GameEffects.AddCost@38aa2bf0, on Models: [models.cards.Spell@21da4d9c]
__GAME REPORT__ | @ 2020-07-10T11:00:18.322097 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T11:00:18.322363 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T11:00:18.322713 | Message: Draw Card -> Pyroblast
__EFFECTS VISITED__ | @ 2020-07-10T11:00:18.323012 | Message: Effect: logic.GameEffects.AddCost@38aa2bf0, on Models: [models.cards.Spell@6d8eeb2e]
__GAME REPORT__ | @ 2020-07-10T11:00:18.323935 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:00:29.206943 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T11:00:29.207417 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:00:29.215663 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:00:31.276748 | Message: Clicked On Point: java.awt.Point[x=385,y=104], P2Hand
__REPORT__ | @ 2020-07-10T11:00:31.277358 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:00:32.449871 | Message: Selected -> models.cards.Weapon@508feadf
__REPORT__ | @ 2020-07-10T11:00:32.450287 | Message: Input: P2Hand, Index: 0
__CARD PLAYED__ | @ 2020-07-10T11:00:32.480962 | Message: Light's Justice
__GAME REPORT__ | @ 2020-07-10T11:00:37.902774 | Message: Draw Card -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T11:00:37.903137 | Message: Effect: logic.GameEffects.AddCost@38aa2bf0, on Models: [models.cards.Minion@762958bd]
__GAME REPORT__ | @ 2020-07-10T11:00:37.903493 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:00:37.909265 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:00:39.779281 | Message: Clicked On Point: java.awt.Point[x=55,y=63], P1HeroPower
__REPORT__ | @ 2020-07-10T11:00:39.779605 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:00:40.595319 | Message: Clicked On Point: java.awt.Point[x=130,y=140], P2Hero
__REPORT__ | @ 2020-07-10T11:00:40.595629 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:00:40.596035 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:00:40.596354 | Message: Effect: logic.GameEffects.ChangeHpAttack@1f3a4e58, on Models: [models.heroes.Mage@11fdb3cf]
__GAME REPORT__ | @ 2020-07-10T11:01:03.150896 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T11:01:03.151346 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:01:03.153142 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:01:04.635322 | Message: Clicked On Point: java.awt.Point[x=53,y=165], P2Hero
__REPORT__ | @ 2020-07-10T11:01:04.635636 | Message: Input: P2Hero, Index: -1
__REPORT__ | @ 2020-07-10T11:01:05.259372 | Message: Clicked On Point: java.awt.Point[x=142,y=138], P1Hero
__REPORT__ | @ 2020-07-10T11:01:05.259690 | Message: Input: P1Hero, Index: -1
__ATTACK__ | @ 2020-07-10T11:01:05.260065 | Message: Mage Attacked -> Mage
__REPORT__ | @ 2020-07-10T11:01:08.494778 | Message: Clicked On Point: java.awt.Point[x=462,y=119], P2Hand
__REPORT__ | @ 2020-07-10T11:01:08.494849 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:01:09.671934 | Message: Selected -> models.cards.Spell@525ef826
__REPORT__ | @ 2020-07-10T11:01:09.672065 | Message: Input: P2Hand, Index: 0
__REPORT__ | @ 2020-07-10T11:01:10.302082 | Message: Clicked On Point: java.awt.Point[x=88,y=61], P1Hero
__REPORT__ | @ 2020-07-10T11:01:10.302237 | Message: Input: P1Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:01:10.302385 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:01:10.302497 | Message: Effect: logic.GameEffects.ChangeHpAttack@6b41e87e, on Models: [models.heroes.Mage@13b81c07]
__CARD PLAYED__ | @ 2020-07-10T11:01:10.302562 | Message: Fireball
__BUTTON CLICK__ | @ 2020-07-10T11:01:13.662614 | Message: Exit Button
__SIGN IN__ | @ 2020-07-10T11:07:56.043935 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T11:07:56.560896 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T11:07:57.456380 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T11:07:57.456559 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T11:07:57.544977 | Message: Play
__GAME REPORT__ | @ 2020-07-10T11:07:57.599623 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T11:07:59.743622 | Message: Activated Passive -> Warriors
__EFFECTS VISITED__ | @ 2020-07-10T11:07:59.745217 | Message: Effect: logic.GameEffects.AddCost@64980a2e, on Models: [models.cards.Spell@7cc27d69, models.cards.Spell@55a9ef3b, models.cards.Spell@4942bc, models.cards.Spell@2424e1e1, models.cards.Spell@4be2f939, models.cards.Spell@51a80749]
__EFFECTS VISITED__ | @ 2020-07-10T11:07:59.745376 | Message: Effect: logic.GameEffects.AddCost@1b3ef362, on Models: [models.cards.Spell@1816220d, models.cards.Spell@44e12b07, models.cards.Spell@5562fe9d, models.cards.Spell@39abb2b0, models.cards.Spell@1084f9c2, models.cards.Spell@5d7051c6]
__GAME REPORT__ | @ 2020-07-10T11:07:59.745490 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T11:08:03.641499 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T11:08:03.641902 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T11:08:03.642068 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T11:08:03.642218 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T11:08:03.642285 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T11:08:03.642371 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T11:08:03.642779 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:05.031137 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T11:08:05.031642 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:05.049943 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T11:08:06.019024 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T11:08:06.019485 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:06.029481 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:08:08.339163 | Message: Clicked On Point: java.awt.Point[x=73,y=104], P1HeroPower
__REPORT__ | @ 2020-07-10T11:08:08.339905 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:08:09.095825 | Message: Clicked On Point: java.awt.Point[x=115,y=126], P2Hero
__REPORT__ | @ 2020-07-10T11:08:09.096082 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:08:09.096411 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:08:09.096708 | Message: Effect: logic.GameEffects.ChangeHpAttack@6ce86437, on Models: [models.heroes.Mage@31458c4d]
__GAME REPORT__ | @ 2020-07-10T11:08:12.114724 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T11:08:12.114984 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:12.120375 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:08:14.647671 | Message: Clicked On Point: java.awt.Point[x=112,y=126], P2HeroPower
__REPORT__ | @ 2020-07-10T11:08:14.647955 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:08:15.399513 | Message: Clicked On Point: java.awt.Point[x=92,y=65], P1Hero
__REPORT__ | @ 2020-07-10T11:08:15.399833 | Message: Input: P1Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:08:15.400167 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:08:15.400421 | Message: Effect: logic.GameEffects.ChangeHpAttack@4b97be14, on Models: [models.heroes.Mage@45505916]
__GAME REPORT__ | @ 2020-07-10T11:08:16.190698 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T11:08:16.190830 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:16.193717 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:08:17.787039 | Message: Clicked On Point: java.awt.Point[x=601,y=34], P1Hand
__REPORT__ | @ 2020-07-10T11:08:17.787153 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:08:21.386738 | Message: Selected -> null
__GAME REPORT__ | @ 2020-07-10T11:08:21.891112 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T11:08:21.891508 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:21.893225 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:08:22.963634 | Message: Clicked On Point: java.awt.Point[x=560,y=120], P2Hand
__REPORT__ | @ 2020-07-10T11:08:22.963873 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:08:24.904508 | Message: Selected -> models.cards.Minion@6cb6f90f
__REPORT__ | @ 2020-07-10T11:08:24.904866 | Message: Input: P2Hand, Index: 2
__REPORT__ | @ 2020-07-10T11:08:25.591446 | Message: Clicked On Point: java.awt.Point[x=780,y=79], P2Board
__REPORT__ | @ 2020-07-10T11:08:25.591800 | Message: Input: P2Board, Index: 4
__EFFECTS VISITED__ | @ 2020-07-10T11:08:25.592304 | Message: Effect: logic.GameEffects.ChangeHpAttack@77e180a4, on Models: []
__CARD PLAYED__ | @ 2020-07-10T11:08:25.592478 | Message: RaidLeader
__GAME REPORT__ | @ 2020-07-10T11:08:29.137736 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T11:08:29.137885 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:08:29.140736 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:08:33.547606 | Message: Clicked On Point: java.awt.Point[x=39,y=43], P1HeroPower
__REPORT__ | @ 2020-07-10T11:08:33.547856 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:08:34.203547 | Message: Clicked On Point: java.awt.Point[x=809,y=82], P2Board
__REPORT__ | @ 2020-07-10T11:08:34.203818 | Message: Input: P2Board, Index: 4
__CARD SELECTED__ | @ 2020-07-10T11:08:34.204115 | Message: Model Selected -> RaidLeader
__EFFECTS VISITED__ | @ 2020-07-10T11:08:34.204428 | Message: Effect: logic.GameEffects.ChangeHpAttack@6ce86437, on Models: [models.cards.Minion@6cb6f90f]
__REPORT__ | @ 2020-07-10T11:08:40.823788 | Message: Clicked On Point: java.awt.Point[x=404,y=13], P1Hand
__REPORT__ | @ 2020-07-10T11:08:40.823868 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:08:42.219549 | Message: Selected -> models.cards.Spell@4be2f939
__REPORT__ | @ 2020-07-10T11:08:42.219876 | Message: Input: P1Hand, Index: 1
__ERROR__ | @ 2020-07-10T11:08:43.453730 | Message: Not enough mana
__REPORT__ | @ 2020-07-10T11:08:45.091601 | Message: Clicked On Point: java.awt.Point[x=544,y=50], P1Hand
__REPORT__ | @ 2020-07-10T11:08:45.091840 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:08:45.924214 | Message: Selected -> models.cards.Spell@2424e1e1
__REPORT__ | @ 2020-07-10T11:08:45.924487 | Message: Input: P1Hand, Index: 3
__REPORT__ | @ 2020-07-10T11:08:46.429243 | Message: Clicked On Point: java.awt.Point[x=777,y=163], P2Board
__REPORT__ | @ 2020-07-10T11:08:46.429437 | Message: Input: P2Board, Index: 4
__CARD SELECTED__ | @ 2020-07-10T11:08:46.429663 | Message: Model Selected -> RaidLeader
__EFFECTS VISITED__ | @ 2020-07-10T11:08:46.429754 | Message: Effect: logic.GameEffects.Transform@34e262a1, on Models: [models.cards.Minion@6cb6f90f]
__EFFECTS VISITED__ | @ 2020-07-10T11:08:46.429839 | Message: Effect: logic.GameEffects.ChangeHpAttack@7a8de5cb, on Models: [models.cards.Minion@6cb6f90f]
__CARD PLAYED__ | @ 2020-07-10T11:08:46.429941 | Message: Polymorph
__BUTTON CLICK__ | @ 2020-07-10T11:09:03.526793 | Message: Exit Button
__SIGN IN__ | @ 2020-07-10T11:10:23.337480 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T11:10:23.854327 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T11:10:24.650247 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T11:10:24.650347 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T11:10:24.738602 | Message: Play
__GAME REPORT__ | @ 2020-07-10T11:10:24.794323 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T11:10:27.895787 | Message: Activated Passive -> Warriors
__EFFECTS VISITED__ | @ 2020-07-10T11:10:27.896875 | Message: Effect: logic.GameEffects.AddCost@5a015603, on Models: [models.cards.Spell@6d555bc, models.cards.Spell@6454a12a, models.cards.Spell@40562cd2, models.cards.Spell@1037cb95, models.cards.Spell@3ce3049a, models.cards.Spell@7dffbfdd]
__EFFECTS VISITED__ | @ 2020-07-10T11:10:27.896969 | Message: Effect: logic.GameEffects.AddCost@cbe2c0c, on Models: [models.cards.Spell@227b356d, models.cards.Spell@618226c, models.cards.Spell@6196425, models.cards.Spell@7bbae6a6, models.cards.Spell@9174e1, models.cards.Spell@47dd3ddd]
__GAME REPORT__ | @ 2020-07-10T11:10:27.897013 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T11:10:30.985710 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T11:10:30.986042 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T11:10:30.986342 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T11:10:30.986530 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-07-10T11:10:30.986690 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T11:10:30.986910 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T11:10:30.988117 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:32.535222 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T11:10:32.535719 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:32.555116 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T11:10:34.443055 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T11:10:34.443358 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:34.449125 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T11:10:35.915011 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T11:10:35.915325 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:35.921502 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:10:38.822106 | Message: Clicked On Point: java.awt.Point[x=59,y=129], P2HeroPower
__REPORT__ | @ 2020-07-10T11:10:38.823242 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:10:39.647680 | Message: Clicked On Point: java.awt.Point[x=49,y=88], P1Hero
__REPORT__ | @ 2020-07-10T11:10:39.647919 | Message: Input: P1Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:10:39.649942 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:10:39.650130 | Message: Effect: logic.GameEffects.ChangeHpAttack@358ed797, on Models: [models.heroes.Mage@2f09c8ad]
__GAME REPORT__ | @ 2020-07-10T11:10:47.154648 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T11:10:47.154795 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:47.157358 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:10:48.143121 | Message: Clicked On Point: java.awt.Point[x=114,y=70], P1HeroPower
__REPORT__ | @ 2020-07-10T11:10:48.143211 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:10:48.767627 | Message: Clicked On Point: java.awt.Point[x=74,y=122], P2Hero
__REPORT__ | @ 2020-07-10T11:10:48.767822 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T11:10:48.768080 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T11:10:48.768266 | Message: Effect: logic.GameEffects.ChangeHpAttack@68b02b3a, on Models: [models.heroes.Mage@6677c85c]
__REPORT__ | @ 2020-07-10T11:10:50.623444 | Message: Clicked On Point: java.awt.Point[x=499,y=62], P1Hand
__REPORT__ | @ 2020-07-10T11:10:50.623710 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:10:51.496024 | Message: Selected -> models.cards.Minion@509a11c4
__REPORT__ | @ 2020-07-10T11:10:51.496266 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-07-10T11:10:51.859766 | Message: Clicked On Point: java.awt.Point[x=619,y=91], P1Board
__REPORT__ | @ 2020-07-10T11:10:51.860 | Message: Input: P1Board, Index: 3
__ERROR__ | @ 2020-07-10T11:10:53.151518 | Message: Not enough mana
__GAME REPORT__ | @ 2020-07-10T11:10:53.806728 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T11:10:53.806935 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:53.807953 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T11:10:54.015081 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T11:10:54.015405 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:10:54.022105 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:10:55.703651 | Message: Clicked On Point: java.awt.Point[x=624,y=91], P1Hand
__REPORT__ | @ 2020-07-10T11:10:55.703816 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T11:10:56.423026 | Message: Selected -> models.cards.Minion@509a11c4
__REPORT__ | @ 2020-07-10T11:10:56.423277 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-07-10T11:10:56.875468 | Message: Clicked On Point: java.awt.Point[x=686,y=61], P1Board
__REPORT__ | @ 2020-07-10T11:10:56.890543 | Message: Input: P1Board, Index: 3
__CARD PLAYED__ | @ 2020-07-10T11:10:56.891005 | Message: Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T11:11:03.943032 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T11:11:03.943329 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T11:11:03.944743 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T11:11:04.783583 | Message: Clicked On Point: java.awt.Point[x=82,y=176], P2HeroPower
__REPORT__ | @ 2020-07-10T11:11:04.783763 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T11:11:05.391711 | Message: Clicked On Point: java.awt.Point[x=573,y=135], P1Board
__REPORT__ | @ 2020-07-10T11:11:05.391893 | Message: Input: P1Board, Index: 3
__CARD SELECTED__ | @ 2020-07-10T11:11:05.392133 | Message: Model Selected -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-07-10T11:11:05.392339 | Message: Effect: logic.GameEffects.ChangeHpAttack@358ed797, on Models: [models.cards.Minion@509a11c4]
